时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2024/09/26 16:33:07,日常账本,支出,其它,,-0.4,微信钱包,,留白打印
2024/09/26 13:33:58,日常账本,支出,水果捞,,-11.2,微信钱包,,商户_张春燕
2024/09/26 13:29:36,日常账本,支出,餐饮,,-19.0,微信钱包,,炒菜
2024/09/26 11:58:45,日常账本,支出,游戏,,-50.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/09/26 09:54:51,日常账本,支出,餐饮,,-7.0,微信钱包,,早餐
2024/09/26 07:45:49,日常账本,支出,买药,,-12.9,中信银行,,感冒灵
2024/09/25 18:03:54,日常账本,支出,餐饮,,-17.0,微信钱包,,木桶饭
2024/09/25 15:43:37,日常账本,收入,红包,,7.26,微信钱包,,🗯的红包
2024/09/25 12:42:15,日常账本,支出,饮品,,-5.0,微信钱包,,冰茶
2024/09/25 12:20:06,日常账本,支出,餐饮,,-13.0,微信钱包,,吃饭
2024/09/24 21:25:57,日常账本,支出,其它,,-20.0,微信钱包,,水卡
2024/09/24 20:53:44,日常账本,收入,火影租号,,2.28,支付宝,,转账
2024/09/24 18:13:48,日常账本,支出,饮品,,-3.0,微信钱包,,罐装可乐
2024/09/24 17:59:35,日常账本,支出,餐饮,,-12.0,微信钱包,,米饭
2024/09/24 11:31:11,日常账本,收入,火影租号,,10.7,支付宝,,转账
2024/09/24 10:11:53,日常账本,支出,餐饮,,-13.5,微信钱包,,白切鸡
2024/09/24 00:15:22,日常账本,支出,其它,,-3.8,中信银行,,连续包月(网盘SVIP会员)
2024/09/23 19:28:10,日常账本,支出,餐饮,,-15.5,微信钱包,,炒菜
2024/09/23 12:54:00,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/09/23 12:41:58,日常账本,支出,餐饮,,-2.0,微信钱包,,肉肠
2024/09/23 12:36:43,日常账本,支出,餐饮,,-14.0,微信钱包,,炒饭
2024/09/22 23:04:30,日常账本,支出,服饰,,-49.9,支付宝,,买衣服
2024/09/22 20:04:15,日常账本,支出,其它,,-5.0,微信钱包,,云裳物联
2024/09/22 19:37:08,日常账本,支出,餐饮,,-15.0,微信钱包,,小蛋糕
2024/09/22 19:11:58,日常账本,支出,餐饮,,-16.45,微信钱包,,香锅
2024/09/22 17:22:22,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/09/22 12:08:11,日常账本,支出,通讯,,-0.01,微信钱包,,中国移动
2024/09/21 18:15:08,日常账本,支出,餐饮,,-25.9,中信银行,,猪肘饭
2024/09/21 12:48:37,日常账本,支出,购物,,-16.55,中信银行,,唇膏
2024/09/21 12:46:52,日常账本,支出,购物,,-7.42,中信银行,,衣柜香熏
2024/09/21 09:47:44,日常账本,支出,餐饮,,-3.0,微信钱包,,油条
2024/09/20 20:58:04,日常账本,支出,买药,,-16.0,微信钱包,,感冒灵
2024/09/20 20:54:36,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/09/20 18:20:34,日常账本,支出,餐饮,,-15.0,微信钱包,,炸鸡咖喱
2024/09/20 10:11:22,日常账本,支出,餐饮,,-18.5,微信钱包,,烧鸭饭
2024/09/19 19:31:46,日常账本,支出,饮品,,-1.5,微信钱包,,润家超市培华店
2024/09/19 19:15:17,日常账本,支出,餐饮,,-11.0,微信钱包,,西安漫威餐厅dgpowe
2024/09/19 16:02:27,日常账本,支出,饮品,,-3.87,支付宝,,学子校园超市
2024/09/19 12:33:32,日常账本,支出,零食,,-35.8,支付宝,,越南原装进口正宗黄龙绿豆糕老式怀旧传统手工糕点心休闲零食小吃
2024/09/19 12:10:46,日常账本,支出,餐饮,,-21.8,微信钱包,,培根芝士牛堡
2024/09/19 10:11:26,日常账本,收入,红包,,3.39,微信钱包,,Robin的红包
2024/09/19 09:04:48,日常账本,支出,餐饮,,-3.5,微信钱包,,饼
2024/09/18 18:52:00,日常账本,支出,餐饮,,-16.5,微信钱包,,炒菜
2024/09/18 10:21:11,日常账本,支出,饮品,,-4.75,支付宝,,学子校园超市
2024/09/18 10:11:09,日常账本,支出,餐饮,,-10.0,微信钱包,,木桶饭
2024/09/17 19:11:46,日常账本,支出,零食,,-6.5,微信钱包,,泡芙
2024/09/17 19:10:23,日常账本,支出,日用,,-16.5,微信钱包,,卫生纸
2024/09/17 18:52:30,日常账本,支出,餐饮,,-13.0,微信钱包,,白切鸡
2024/09/17 18:36:48,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/17 18:36:39,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/17 18:36:32,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/17 17:57:18,日常账本,支出,其它,,-100.0,微信钱包,,西安培华学院
2024/09/17 17:22:39,日常账本,收入,红包,,1.83,微信钱包,,F-妈的红包
2024/09/17 17:22:31,日常账本,收入,红包,,0.49,微信钱包,,王家玉,18955772388的红包
2024/09/17 16:15:39,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/09/17 12:15:15,日常账本,支出,游戏,,-22.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/09/16 22:07:28,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/09/16 21:38:42,日常账本,收入,红包,,30.69,微信钱包,,F-妈的红包
2024/09/16 20:51:28,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/09/16 17:29:00,日常账本,收入,余额宝,,0.14,支付宝,,
2024/09/16 17:24:59,日常账本,收入,零钱通,,0.45,微信钱包,,
2024/09/15 19:10:13,日常账本,支出,零食,,-43.17,微信钱包,,喜喜零食西安田家湾店
2024/09/14 22:10:52,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/09/14 18:45:19,日常账本,支出,餐饮,,-18.5,微信钱包,,炒菜
2024/09/14 14:20:23,日常账本,收入,其他,,40.0,微信钱包,,帮买转账
2024/09/14 14:20:02,日常账本,支出,其它,,-38.8,支付宝,,帮买
2024/09/14 13:08:00,日常账本,支出,饮品,,-5.0,微信钱包,,茶派
2024/09/14 13:06:15,日常账本,支出,餐饮,,-0.8,微信钱包,,烧鸭饭
2024/09/14 13:05:47,日常账本,支出,餐饮,,-13.0,微信钱包,,烧鸭饭
2024/09/14 09:38:27,日常账本,支出,餐饮,,-6.0,微信钱包,,早餐
2024/09/13 18:01:51,日常账本,支出,餐饮,,-18.0,微信钱包,,孜然牛肉
2024/09/13 10:07:23,日常账本,支出,餐饮,,-13.0,微信钱包,,鸭腿拌饭
2024/09/12 20:05:04,日常账本,支出,餐饮,,-11.0,微信钱包,,牛肉骨头
2024/09/12 20:02:18,日常账本,支出,水果捞,,-13.5,微信钱包,,商户_张春燕
2024/09/12 16:05:25,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/09/12 12:20:13,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/09/11 18:23:28,日常账本,支出,餐饮,,-18.0,微信钱包,,炒菜
2024/09/11 10:06:56,日常账本,支出,餐饮,,-13.0,微信钱包,,白切鸡
2024/09/10 20:41:28,日常账本,支出,餐饮,,-25.0,微信钱包,,小火锅
2024/09/10 17:19:46,日常账本,支出,购物,,-88.54,中信银行,,书包
2024/09/10 10:10:48,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/09/10 07:58:24,日常账本,支出,购物,,-88.54,,,电脑包
2024/09/09 18:23:08,日常账本,支出,零食,,-28.5,微信钱包,,学子校园超市
2024/09/09 18:05:33,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡
2024/09/09 14:59:57,日常账本,收入,其他,,18.0,支付宝,,流量卡
2024/09/09 10:09:50,日常账本,支出,餐饮,,-12.0,微信钱包,,木桶饭
2024/09/09 08:01:12,日常账本,支出,购物,,-78.19,中信银行,,珂岸洗面奶
2024/09/08 18:54:13,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/09/08 17:38:48,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/09/08 17:30:34,日常账本,支出,购物,,-17.78,微信钱包,,零食，坚果
2024/09/08 16:47:55,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/09/07 22:13:40,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/09/07 20:04:05,日常账本,支出,餐饮,,-130.0,中信银行,,牛排自助
2024/09/07 19:17:14,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/09/07 18:44:44,日常账本,支出,其它,,-37.97,中信银行,,理发
2024/09/07 09:06:44,日常账本,支出,餐饮,,-5.5,微信钱包,,放心早餐
2024/09/06 20:11:27,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/09/06 20:03:31,日常账本,支出,餐饮,,-26.0,中信银行,,塔斯汀中国汉堡(咸宁东路店)
2024/09/06 19:45:36,日常账本,收入,工资,,2614.54,中信银行,,
2024/09/06 13:00:53,日常账本,支出,餐饮,,-15.0,微信钱包,,奶香培根芝士焗饭
2024/09/06 10:31:54,日常账本,支出,餐饮,,-7.0,微信钱包,,早餐
2024/09/05 19:52:35,日常账本,支出,水果捞,,-12.32,微信钱包,,水果捞
2024/09/05 19:49:52,日常账本,支出,餐饮,,-13.0,微信钱包,,麻辣拌
2024/09/05 12:39:14,日常账本,支出,餐饮,,-13.0,微信钱包,,广式白斩鸡
2024/09/05 08:16:25,日常账本,支出,餐饮,,-11.0,微信钱包,,西安漫威餐厅dgpower
2024/09/05 08:03:45,日常账本,支出,其它,,-0.2,微信钱包,,打印
2024/09/04 20:04:32,日常账本,支出,其它,,-0.9,微信钱包,,打印
2024/09/04 19:14:58,日常账本,支出,餐饮,,-3.0,微信钱包,,西安漫威餐厅dgpower
2024/09/04 19:08:26,日常账本,支出,餐饮,,-12.0,微信钱包,,西安漫威餐厅dgpower
2024/09/04 17:39:22,日常账本,收入,其他,,0.6,微信钱包,,留白打印-退款
2024/09/04 15:53:09,日常账本,支出,其它,,-0.6,微信钱包,,打印
2024/09/04 11:05:07,日常账本,收入,火影租号,,2.0,支付宝,,转账
2024/09/04 10:08:41,日常账本,支出,餐饮,,-12.0,微信钱包,,快餐
2024/09/03 18:01:13,日常账本,收入,其他,,18.0,支付宝,,流量卡
2024/09/03 16:03:00,日常账本,支出,餐饮,,-12.0,微信钱包,,木桶饭
2024/09/03 16:02:05,日常账本,支出,水果捞,,-14.9,微信钱包,,水果捞
2024/09/03 10:14:23,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/09/02 18:19:23,日常账本,支出,餐饮,,-3.5,微信钱包,,玉米南瓜粥
2024/09/02 18:06:57,日常账本,支出,餐饮,,-8.5,微信钱包,,包子
2024/09/02 17:10:31,日常账本,收入,红包,,0.28,微信钱包,,装星的羊羊的红包
2024/09/02 13:25:53,日常账本,支出,餐饮,,-12.0,微信钱包,,木桶饭
2024/09/01 20:15:14,日常账本,支出,购物,,-11.8,微信钱包,,垃圾袋
2024/09/01 18:42:23,日常账本,支出,餐饮,,-1.5,微信钱包,,茶叶蛋
2024/09/01 18:41:09,日常账本,支出,餐饮,,-10.0,微信钱包,,香菇鸡丁汤面
2024/09/01 18:31:47,日常账本,收入,其他,,76.5,支付宝,,流量卡
2024/09/01 18:29:26,日常账本,收入,其他,,18.0,支付宝,,流量卡
2024/09/01 16:20:39,日常账本,支出,游戏,,-6.0,微信钱包,,火影
2024/09/01 15:01:59,日常账本,支出,饮品,,-3.0,微信钱包,,农夫山泉
2024/09/01 15:01:33,日常账本,支出,水果捞,,-12.5,微信钱包,,水果捞
2024/09/01 14:48:24,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/09/01 13:55:10,日常账本,支出,买药,,-22.33,微信钱包,,夫西地酸乳膏
2024/09/01 13:53:25,日常账本,支出,买药,,-56.73,微信钱包,,异维a
2024/09/01 13:25:09,日常账本,支出,买药,,-8.0,微信钱包,,挂号
2024/09/01 13:13:52,日常账本,收入,零钱通,,0.12,微信钱包,,
2024/09/01 13:11:02,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/09/01 12:44:39,日常账本,收入,余额宝,,0.28,支付宝,,
2024/09/01 11:54:38,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/08/31 21:40:57,日常账本,支出,其它,,-30.0,微信钱包,,水卡
2024/08/31 21:14:29,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/31 10:45:21,日常账本,收入,其他,,195.0,支付宝,,买鞋转账
2024/08/30 21:46:26,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/30 19:46:33,日常账本,支出,水果捞,,-12.8,微信钱包,,水果捞
2024/08/30 19:32:28,日常账本,支出,餐饮,,-13.0,微信钱包,,香扒饭
2024/08/30 11:27:21,日常账本,支出,其它,,-87.0,微信钱包,,梯子
2024/08/30 10:08:28,日常账本,支出,餐饮,,-11.0,微信钱包,,博洛尼亚肉意面
2024/08/29 19:45:39,日常账本,支出,游戏,,-50.0,微信钱包,,火影
2024/08/29 18:54:28,日常账本,支出,餐饮,,-10.0,微信钱包,,番茄面
2024/08/29 12:14:45,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/08/29 08:33:17,日常账本,收入,生活费,,1000.0,微信钱包,,微信转账
2024/08/28 18:49:04,日常账本,支出,饮品,,-6.0,微信钱包,,学子超市
2024/08/28 18:31:26,日常账本,支出,餐饮,,-13.0,微信钱包,,广式白斩鸡
2024/08/28 16:05:07,日常账本,支出,购物,,-22.33,微信钱包,,水杯
2024/08/28 10:33:27,日常账本,支出,饮品,,-5.0,微信钱包,,茶派
2024/08/28 10:08:53,日常账本,支出,餐饮,,-11.0,微信钱包,,扬州炒饭
2024/08/27 16:02:46,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/08/27 16:01:34,日常账本,支出,水果捞,,-11.4,微信钱包,,
2024/08/27 10:35:29,日常账本,支出,饮品,,-8.0,微信钱包,,农夫山泉东方树叶
2024/08/27 10:12:43,日常账本,支出,餐饮,,-12.0,微信钱包,,麻辣拌
2024/08/26 19:45:47,日常账本,支出,日用,,-11.7,支付宝,,毛巾
2024/08/26 18:04:59,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/08/26 12:32:17,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/08/26 09:35:10,日常账本,支出,餐饮,,-2.5,微信钱包,,南瓜粥
2024/08/25 23:12:48,日常账本,支出,住房,电费,-25.0,微信钱包,,空调电费
2024/08/25 20:22:09,日常账本,支出,服饰,,-59.0,微信钱包,,短裤
2024/08/25 19:07:06,日常账本,支出,饮品,,-7.0,微信钱包,,可乐加矿泉水
2024/08/25 18:51:04,日常账本,支出,餐饮,,-12.0,微信钱包,,木桶饭
2024/08/25 13:48:20,日常账本,支出,饮品,,-2.0,微信钱包,,农夫山泉
2024/08/25 13:30:48,日常账本,支出,餐饮,,-11.0,微信钱包,,木桶饭
2024/08/25 13:28:05,日常账本,支出,饮品,,-5.0,微信钱包,,茶派
2024/08/25 12:48:01,日常账本,支出,购物,,-25.87,微信钱包,,小米耳机
2024/08/25 12:09:18,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/25 10:23:01,日常账本,支出,购物,,-66.36,微信钱包,,保温壶
2024/08/24 21:21:30,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/24 19:32:12,日常账本,支出,购物,,-74.55,微信钱包,,珂岸面霜
2024/08/24 18:46:54,日常账本,支出,购物,,-25.97,微信钱包,,鼠标垫
2024/08/24 18:44:35,日常账本,支出,通讯,,-150.0,微信钱包,,校园网
2024/08/24 18:01:29,日常账本,支出,餐饮,,-12.8,微信钱包,,木桶饭
2024/08/24 18:00:30,日常账本,支出,水果捞,,-11.6,微信钱包,,水果捞
2024/08/24 17:40:22,日常账本,收入,生活费,,1000.0,微信钱包,,微信转账
2024/08/24 16:32:54,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/23 19:03:09,日常账本,支出,餐饮,,-14.4,支付宝,,猪脚饭
2024/08/22 17:32:33,日常账本,支出,餐饮,,-14.4,中信银行,,猪脚饭
2024/08/22 17:31:27,日常账本,支出,餐饮,,-0.99,支付宝,,券
2024/08/21 22:45:58,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/08/21 21:59:20,日常账本,支出,服饰,,-39.0,微信钱包,,袜子
2024/08/21 21:58:42,日常账本,支出,服饰,,-54.8,微信钱包,,内裤
2024/08/21 20:42:29,日常账本,支出,日用,,-100.0,微信钱包,,抓娃娃
2024/08/21 19:59:29,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/08/21 18:18:59,日常账本,支出,餐饮,,-14.4,中信银行,,猪脚饭
2024/08/20 18:32:23,日常账本,支出,餐饮,,-15.4,支付宝,,卤肉饭
2024/08/20 12:01:49,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/08/19 17:39:30,日常账本,支出,餐饮,,-15.4,中信银行,,猪肘饭
2024/08/18 17:33:00,日常账本,支出,餐饮,,-14.4,中信银行,,猪肘饭
2024/08/17 18:30:20,日常账本,支出,餐饮,,-15.4,中信银行,,猪肘饭
2024/08/17 18:29:13,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/17 16:27:43,日常账本,支出,饮品,,-6.0,微信钱包,,东方树叶
2024/08/17 15:19:45,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/16 17:10:19,日常账本,支出,餐饮,,-14.4,中信银行,,猪脚饭
2024/08/15 22:03:16,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/15 19:59:45,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/15 12:59:28,日常账本,支出,购物,,-16.06,微信钱包,,洁厕宝
2024/08/14 18:22:37,日常账本,支出,餐饮,,-10.4,中信银行,,照烧鸡排饭
2024/08/13 21:23:51,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/13 20:21:10,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/13 19:27:33,日常账本,支出,其它,,-11.9,微信钱包,,拔罐
2024/08/13 18:55:58,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/08/13 17:31:44,日常账本,支出,餐饮,,-18.5,微信钱包,,卤肉饭
2024/08/13 17:30:11,日常账本,支出,餐饮,,-0.99,支付宝,,外卖
2024/08/13 16:29:34,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/13 15:04:33,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/13 12:49:35,日常账本,转账,转账,,-1.0,中信银行,,中信银行>支付宝
2024/08/13 12:49:35,日常账本,转账,转账,,1.0,支付宝,,中信银行>支付宝
2024/08/13 12:49:29,日常账本,转账,转账,,-1.0,中信银行,,中信银行>微信钱包
2024/08/13 12:49:29,日常账本,转账,转账,,1.0,微信钱包,,中信银行>微信钱包
2024/08/13 12:49:22,日常账本,转账,转账,,-103.0,微信钱包,,微信钱包>中信银行
2024/08/13 12:49:22,日常账本,转账,转账,,103.0,中信银行,,微信钱包>中信银行
2024/08/12 19:07:37,日常账本,支出,餐饮,,-15.3,微信钱包,,外卖
2024/08/12 17:09:31,日常账本,支出,其它,,-10.0,微信钱包,,快递
2024/08/12 13:36:09,日常账本,支出,其它,,-6.0,微信钱包,,打印
2024/08/12 10:49:46,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/12 10:32:15,日常账本,支出,日用,,-1.0,微信钱包,,卫生纸
2024/08/12 10:28:04,日常账本,支出,餐饮,,-4.0,微信钱包,,包子
2024/08/12 09:24:34,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/08/11 21:49:29,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/11 21:43:02,日常账本,支出,餐饮,,-26.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/08/11 20:22:17,日常账本,支出,交通,公交地铁,-5.4,支付宝,,充值
2024/08/10 18:19:54,日常账本,支出,餐饮,,-14.4,支付宝,,猪脚饭
2024/08/09 17:46:32,日常账本,支出,餐饮,,-16.4,微信钱包,,猪脚饭
2024/08/08 22:16:01,日常账本,支出,日用,,-1.96,微信钱包,,垃圾袋
2024/08/08 22:15:14,日常账本,收入,其他,,0.01,微信钱包,,打开拼多多，领更多现金红包
2024/08/08 21:41:45,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/08 20:50:26,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/08 20:17:16,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/08/08 17:33:28,日常账本,支出,餐饮,,-16.4,支付宝,,猪脚饭
2024/08/07 17:19:21,日常账本,支出,餐饮,,-15.4,支付宝,,潮汕李仔记(咸宁路店)外卖订单
2024/08/06 19:16:23,日常账本,支出,购物,,-32.21,微信钱包,,灭蚊灯液
2024/08/06 14:37:19,日常账本,收入,其他,,36.0,支付宝,,流量卡
2024/08/05 22:11:16,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/05 22:11:15,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/08/05 17:47:42,日常账本,支出,餐饮,,-15.3,支付宝,,潮汕李仔记(咸宁路店)外卖订单
2024/08/05 12:59:07,日常账本,支出,其它,,-27.7,微信钱包,,理发
2024/08/05 11:46:25,日常账本,收入,火影租号,,2.66,支付宝,,转账
2024/08/04 18:18:37,日常账本,支出,餐饮,,-15.4,支付宝,,潮汕李仔记(咸宁路店)外卖订单
2024/08/03 18:05:03,日常账本,支出,餐饮,,-14.0,微信钱包,,牛肉凉面
2024/08/02 17:42:06,日常账本,支出,餐饮,,-20.1,微信钱包,,华莱士
2024/08/02 17:31:15,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/08/02 13:16:54,日常账本,支出,通讯,,-100.0,微信钱包,,手机充值
2024/08/02 10:38:08,日常账本,支出,买药,,-15.2,微信钱包,,降压药
2024/08/02 10:34:01,日常账本,支出,买药,,-9.0,支付宝,,降压药
2024/08/01 17:39:06,日常账本,支出,餐饮,,-11.88,微信钱包,,鸡排饭
2024/07/31 17:31:31,日常账本,支出,餐饮,,-11.5,微信钱包,,猪脚饭
2024/07/30 19:03:14,日常账本,支出,餐饮,,-12.97,支付宝,,兰州炒饭
2024/07/28 18:05:32,日常账本,支出,餐饮,,-14.0,微信钱包,,牛肉凉面
2024/07/28 13:07:23,日常账本,收入,红包,,0.01,微信钱包,,卡尔西法的红包
2024/07/26 18:29:02,日常账本,支出,餐饮,,-13.98,支付宝,,牛肉凉面
2024/07/25 18:19:09,日常账本,支出,餐饮,,-14.0,微信钱包,,牛肉凉面
2024/07/25 18:03:37,日常账本,收入,其他,,0.01,微信钱包,,打开拼多多，领更多现金红包
2024/07/25 12:58:59,日常账本,收入,其他,,120.0,微信钱包,,微信转账
2024/07/25 11:37:19,日常账本,支出,住房,水费,-114.0,微信钱包,,买水
2024/07/24 18:55:35,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/07/24 18:15:21,日常账本,支出,餐饮,,-14.0,微信钱包,,牛肉凉面
2024/07/24 11:01:22,日常账本,支出,购物,,-26.9,微信钱包,,拖鞋
2024/07/24 10:16:57,日常账本,支出,餐饮,,-4.49,支付宝,,油条
2024/07/24 10:13:55,日常账本,支出,日用,,-18.44,支付宝,,卫生纸
2024/07/23 17:43:24,日常账本,支出,餐饮,,-12.94,支付宝,,老干妈炒饭加蛋
2024/07/22 18:23:16,日常账本,支出,餐饮,,-14.0,微信钱包,,番茄鸡蛋拌面
2024/07/21 17:11:14,日常账本,支出,餐饮,,-15.99,支付宝,,牛肉水饺
2024/07/20 17:29:16,日常账本,支出,餐饮,,-15.95,支付宝,,葱爆牛肉盖饭
2024/07/20 16:12:00,日常账本,支出,餐饮,,-29.9,微信钱包,,MySQL书
2024/07/20 14:35:50,日常账本,收入,红包,,100.0,微信钱包,,F-妈的红包
2024/07/20 11:36:28,日常账本,支出,购物,,-10.52,微信钱包,,洁厕宝
2024/07/18 22:05:17,日常账本,支出,游戏,,-6.0,微信钱包,,LOL
2024/07/18 18:08:33,日常账本,收入,红包,,4.37,微信钱包,,乔鹏宇的红包
2024/07/18 18:03:17,日常账本,支出,购物,,-1.57,支付宝,,香菇
2024/07/18 17:55:01,日常账本,收入,零钱通,,0.12,微信钱包,,
2024/07/18 17:51:58,日常账本,收入,余额宝,,0.13,支付宝,,
2024/07/18 17:47:18,日常账本,支出,餐饮,,-12.98,支付宝,,牛肉炒饭
2024/07/18 10:28:29,日常账本,支出,餐饮,,-6.0,微信钱包,,包子
2024/07/17 21:20:29,日常账本,支出,购物,,-28.71,微信钱包,,瑜伽垫
2024/07/17 00:39:10,日常账本,支出,餐饮,,-1.17,微信钱包,,卫生纸
2024/07/17 00:38:08,日常账本,支出,购物,,-9.89,微信钱包,,刷牙杯
2024/07/15 21:53:47,日常账本,支出,餐饮,,-15.0,微信钱包,,舌尖上的牛肉面
2024/07/15 11:37:19,日常账本,收入,其他,,50.0,微信钱包,,
2024/07/14 10:56:13,日常账本,支出,餐饮,,-10.0,微信钱包,,包子
2024/07/14 10:26:42,日常账本,支出,购物,,-21.61,微信钱包,,灭蚊液
2024/07/13 22:39:55,日常账本,支出,服饰,,-194.51,微信钱包,,鞋
2024/07/13 20:18:45,日常账本,支出,交通,公交地铁,-1.0,支付宝,,充值
2024/07/13 19:37:58,日常账本,支出,交通,公交地铁,-1.0,支付宝,,充值
2024/07/13 18:42:44,日常账本,收入,红包,,0.39,微信钱包,,宋红康的红包
2024/07/13 13:52:12,日常账本,支出,其它,,-30.0,微信钱包,,柯旗纬
2024/07/13 13:42:11,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/07/13 12:20:38,日常账本,支出,交通,公交地铁,-2.0,支付宝,,充值
2024/07/13 10:01:42,日常账本,支出,饮品,,-6.6,微信钱包,,先购后付
2024/07/13 00:15:52,日常账本,支出,饮品,,-3.6,微信钱包,,先购后付
2024/07/12 18:58:40,日常账本,支出,餐饮,,-24.95,支付宝,,烤鸭
2024/07/12 18:44:00,日常账本,支出,饮品,,-3.97,支付宝,,西安盛龙购物广场
2024/07/12 14:35:57,日常账本,收入,其他,,71.0,微信钱包,,
2024/07/12 14:26:38,日常账本,支出,日用,,-1.99,支付宝,,卫生纸
2024/07/12 13:37:52,日常账本,支出,交通,公交地铁,-2.0,支付宝,,充值
2024/07/12 13:33:12,日常账本,支出,交通,公交地铁,-2.7,支付宝,,充值
2024/07/12 11:53:21,日常账本,收入,红包,,200.0,微信钱包,,F-妈的红包
2024/07/12 09:38:19,日常账本,支出,购物,,-26.19,微信钱包,,电动牙刷收纳盒
2024/07/11 23:51:49,日常账本,支出,其它,,-142.0,微信钱包,,电竞酒店
2024/07/11 21:39:19,日常账本,支出,其它,,-50.0,微信钱包,,待F-大哥确认收款
2024/07/11 15:20:51,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/11 14:23:20,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/07/11 13:30:50,日常账本,支出,饮品,,-9.9,微信钱包,,luckincoffee
2024/07/11 08:39:53,日常账本,支出,零食,,-4.81,支付宝,,包子
2024/07/11 08:38:39,日常账本,支出,交通,共享单车,-1.46,支付宝,,哈啰出行
2024/07/11 08:25:57,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/10 19:17:26,日常账本,支出,餐饮,,-13.99,支付宝,,番茄鸡蛋拌面
2024/07/10 11:30:48,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/07/10 09:27:05,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
