时间, 账本, 类型, 一级分类, 二级分类, 金额, 账户, 报销, 备注
2024/11/17 19:00:09,日常账本,支出,餐饮,,-13.0,微信钱包,,麻辣拌
2024/11/17 12:04:16,日常账本,支出,其它,,-2.5,支付宝,,测试
2024/11/17 10:06:04,日常账本,支出,餐饮,,-7.0,微信钱包,,宫廷香酥牛肉饼
2024/11/15 19:13:07,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/11/15 12:56:23,日常账本,支出,饮品,,-3.5,微信钱包,,学子超市
2024/11/15 12:26:09,日常账本,支出,餐饮,,-13.0,微信钱包,,午餐
2024/11/15 10:16:00,日常账本,支出,饮品,,-2.0,微信钱包,,5学子超市老店消费
2024/11/15 10:15:05,日常账本,支出,餐饮,,-13.5,微信钱包,,早餐关东煮
2024/11/14 20:43:26,日常账本,支出,住房,,-20.0,微信钱包,,水卡
2024/11/14 18:56:25,日常账本,支出,餐饮,,-10.0,微信钱包,,大肉串
2024/11/14 18:42:39,日常账本,支出,餐饮,,-13.0,微信钱包,,腊肠饭
2024/11/14 12:32:27,日常账本,支出,饮品,,-4.5,微信钱包,,学子超市
2024/11/14 11:57:00,日常账本,支出,餐饮,,-15.0,微信钱包,,炸鸡咖喱
2024/11/14 09:04:31,日常账本,支出,餐饮,,-4.0,微信钱包,,早餐
2024/11/13 18:31:14,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/11/13 18:29:51,日常账本,支出,餐饮,,-15.0,微信钱包,,炸鸡咖喱
2024/11/13 18:23:44,日常账本,支出,水果捞,,-12.5,微信钱包,,商户_张春燕
2024/11/13 17:57:37,日常账本,收入,火影租号,,4.8,微信钱包,,
2024/11/13 13:07:24,日常账本,支出,餐饮,,-12.0,微信钱包,,锡纸肉卷米线
2024/11/13 13:00:49,日常账本,支出,其它,,-18.0,微信钱包,,顺丰速运
2024/11/13 10:19:35,日常账本,支出,餐饮,,-11.5,微信钱包,,早餐关东煮
2024/11/12 19:31:31,日常账本,支出,零食,,-5.1,微信钱包,,泡芙
2024/11/12 19:05:20,日常账本,支出,餐饮,,-18.05,微信钱包,,香锅
2024/11/12 12:50:39,日常账本,支出,其它,,-0.2,微信钱包,,留白打印
2024/11/12 12:50:12,日常账本,支出,其它,,-0.2,微信钱包,,留白打印
2024/11/12 12:32:47,日常账本,支出,其它,,-2.3,微信钱包,,西安市长安区双鱼复印部
2024/11/12 12:32:07,日常账本,支出,饮品,,-7.0,支付宝,,学子超市
2024/11/12 12:05:39,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡
2024/11/12 09:56:12,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/11/12 09:56:12,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/11/11 23:13:10,日常账本,支出,日用,,-21.9,微信钱包,,内裤专洗液
2024/11/11 19:05:29,日常账本,支出,餐饮,,-14.0,微信钱包,,泡馍
2024/11/11 16:56:23,日常账本,支出,其它,,-30.0,支付宝,,咸鱼代做作业
2024/11/11 12:46:42,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡
2024/11/11 10:08:46,日常账本,支出,游戏,,-6.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/11/10 22:18:55,日常账本,支出,娱乐,,-13.8,支付宝,,netflix会员
2024/11/10 19:13:53,日常账本,支出,饮品,,-3.5,微信钱包,,学子超市
2024/11/10 18:50:40,日常账本,支出,餐饮,,-13.0,微信钱包,,麻辣拌
2024/11/10 17:30:13,日常账本,支出,水果捞,,-13.4,微信钱包,,商户_张春燕
2024/11/10 13:50:34,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/11/10 13:50:34,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/11/10 13:44:04,日常账本,收入,余额宝,,0.03,支付宝,,
2024/11/10 13:38:44,日常账本,收入,零钱通,,0.43,微信钱包,,
2024/11/09 22:38:25,日常账本,支出,游戏,,-6.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/11/09 20:50:56,日常账本,支出,餐饮,,-40.0,微信钱包,,麦当劳
2024/11/09 13:12:21,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/11/09 13:12:21,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/11/08 22:52:35,日常账本,支出,游戏,,-6.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/11/08 20:21:09,日常账本,支出,餐饮,,-24.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/11/08 19:49:21,日常账本,支出,日用,,-17.7,微信钱包,,衣柜香熏
2024/11/08 18:17:17,日常账本,支出,其它,,-4.0,微信钱包,,云裳物联
2024/11/08 17:06:03,日常账本,支出,其它,,-6.0,中信银行,,云裳物联
2024/11/08 15:58:29,日常账本,收入,工资,,3780.0,中信银行,,
2024/11/08 13:40:52,日常账本,转账,转账,,-299.99,中信银行,,中信银行>支付宝
2024/11/08 13:40:52,日常账本,转账,转账,,299.99,支付宝,,中信银行>支付宝
2024/11/08 13:11:46,日常账本,转账,转账,,-500.0,中信银行,,中信银行>微信钱包
2024/11/08 13:11:46,日常账本,转账,转账,,500.0,微信钱包,,中信银行>微信钱包
2024/11/08 12:42:07,日常账本,支出,餐饮,,-13.0,支付宝,,咖喱饭
2024/11/08 09:07:07,日常账本,支出,日用,,-1.0,微信钱包,,小包纸
2024/11/08 09:05:31,日常账本,支出,餐饮,,-5.0,微信钱包,,早餐
2024/11/07 17:59:43,日常账本,支出,餐饮,,-14.0,中信银行,,肥肠米线
2024/11/07 16:26:32,日常账本,收入,其他,,36.0,支付宝,,流量卡
2024/11/07 13:49:58,日常账本,支出,水果捞,,-14.3,中信银行,,
2024/11/07 12:41:01,日常账本,支出,餐饮,,-2.5,微信钱包,,红肠
2024/11/07 12:28:21,日常账本,支出,餐饮,,-13.0,微信钱包,,腊肠饭
2024/11/07 09:06:52,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/11/07 09:06:16,日常账本,支出,餐饮,,-4.0,微信钱包,,早餐
2024/11/06 21:44:12,日常账本,收入,火影租号,,9.7,微信钱包,,
2024/11/06 19:38:45,日常账本,支出,交通,共享单车,-1.5,支付宝,,哈啰出行
2024/11/06 18:54:56,日常账本,支出,游戏,,-89.0,中信银行,,我的世界
2024/11/06 16:58:49,日常账本,支出,饮品,,-6.0,微信钱包,,学子校园超市
2024/11/06 15:26:47,日常账本,支出,其它,,-4.0,微信钱包,,吹嘴
2024/11/06 13:47:04,日常账本,支出,餐饮,,-59.8,中信银行,,火锅
2024/11/06 12:24:26,日常账本,支出,餐饮,,-13.0,微信钱包,,黄焖鸡
2024/11/06 12:23:09,日常账本,支出,饮品,,-5.0,微信钱包,,西安培华学院
2024/11/05 20:05:57,日常账本,支出,饮品,,-7.5,微信钱包,,学子校园超市
2024/11/05 18:05:41,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/11/05 18:02:17,日常账本,支出,其它,,-20.0,微信钱包,,水卡
2024/11/05 18:01:23,日常账本,支出,餐饮,,-13.0,微信钱包,,麻辣拌
2024/11/05 13:46:05,日常账本,支出,餐饮,,-2.0,微信钱包,,红肠
2024/11/05 13:34:17,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡
2024/11/04 21:30:12,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/11/04 21:21:26,日常账本,支出,其它,,-5.0,微信钱包,,云裳物联
2024/11/04 20:12:06,日常账本,支出,零食,,-19.7,微信钱包,,零食
2024/11/04 19:41:10,日常账本,支出,餐饮,,-13.0,微信钱包,,麻辣拌
2024/11/04 12:38:14,日常账本,支出,饮品,,-5.0,微信钱包,,西安培华学院
2024/11/04 12:35:56,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/11/04 12:29:59,日常账本,支出,其它,,-10.0,微信钱包,,后街菜鸟驿站
2024/11/04 12:06:29,日常账本,支出,其它,,-1.7,微信钱包,,西安市长安区双鱼复印部
2024/11/03 20:22:09,日常账本,支出,其它,,-20.0,微信钱包,,理发
2024/11/03 19:17:36,日常账本,支出,餐饮,,-27.8,微信钱包,,汉堡
2024/11/03 17:58:43,日常账本,支出,水果捞,,-14.0,微信钱包,,商户_张春燕
2024/11/03 13:21:14,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2024/11/03 11:16:49,日常账本,支出,餐饮,,-8.0,微信钱包,,胡辣汤
2024/11/02 21:58:21,日常账本,支出,零食,,-5.37,支付宝,,良品铺子(西安中海凯旋门店)
2024/11/02 21:57:35,日常账本,支出,零食,,-89.0,微信钱包,,良品铺子
2024/11/02 21:24:26,日常账本,支出,餐饮,,-24.0,微信钱包,,包乐多
2024/11/02 19:56:07,日常账本,支出,服饰,,-467.56,中信银行,,衣服
2024/11/02 19:56:07,日常账本,支出,餐饮,,-15.94,中信银行,,猪肉脯
2024/11/02 11:48:45,日常账本,支出,饮品,,-3.0,微信钱包,,慧娟便利店（**英）
2024/11/01 23:28:19,日常账本,支出,日用,,-36.69,微信钱包,,面霜
2024/11/01 21:01:34,日常账本,支出,餐饮,,-25.9,中信银行,,塔斯汀中国汉堡(咸宁东路店)
2024/11/01 16:03:18,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/11/01 15:26:38,日常账本,支出,餐饮,,-15.0,微信钱包,,炒菜
2024/11/01 12:45:14,日常账本,支出,餐饮,,-2.0,微信钱包,,袁家村校园餐厅红肠
2024/11/01 12:42:02,日常账本,支出,饮品,,-5.0,微信钱包,,冰糖雪梨
2024/11/01 12:40:47,日常账本,支出,餐饮,,-11.5,微信钱包,,炒细面
2024/11/01 09:06:20,日常账本,支出,餐饮,,-4.0,微信钱包,,早餐
2024/10/31 19:27:54,日常账本,支出,其它,,-0.4,微信钱包,,西安市长安区双鱼复印部
2024/10/31 13:47:44,日常账本,支出,其它,,-2.5,微信钱包,,信纸
2024/10/31 12:47:52,日常账本,收入,其他,,10.0,微信钱包,,转账-退款
2024/10/31 12:17:57,日常账本,支出,饮品,,-5.0,微信钱包,,西安培华学院
2024/10/31 12:15:13,日常账本,支出,餐饮,,-17.0,微信钱包,,黄焖鸡
2024/10/31 09:06:33,日常账本,支出,餐饮,,-3.5,微信钱包,,早餐
2024/10/30 18:31:31,日常账本,支出,餐饮,,-14.0,微信钱包,,炒菜
2024/10/30 13:28:57,日常账本,支出,日用,,-8.9,微信钱包,,唇膏
2024/10/30 12:52:25,日常账本,收入,火影租号,,8.4,微信钱包,,
2024/10/30 12:49:44,日常账本,支出,餐饮,,-13.0,微信钱包,,黄焖鸡
2024/10/30 12:47:40,日常账本,支出,其它,,-10.0,微信钱包,,水卡
2024/10/30 12:42:48,日常账本,支出,餐饮,,-25.0,微信钱包,,办水卡换现金
2024/10/30 12:38:38,日常账本,支出,其它,,-4.0,微信钱包,,快递
2024/10/30 12:38:33,日常账本,收入,其他,,50.0,微信钱包,,出手环
2024/10/30 10:06:01,日常账本,支出,餐饮,,-6.0,微信钱包,,早餐
2024/10/29 20:09:36,日常账本,支出,零食,,-3.0,微信钱包,,酸奶
2024/10/29 19:49:04,日常账本,支出,餐饮,,-15.0,微信钱包,,炒饭
2024/10/29 13:11:59,日常账本,支出,饮品,,-9.88,微信钱包,,luckincoffee
2024/10/29 13:04:34,日常账本,支出,通讯,,-15.0,微信钱包,,木桶饭
2024/10/29 07:59:21,日常账本,支出,饮品,,-5.0,微信钱包,,先购后付
2024/10/29 07:50:27,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/28 18:49:21,日常账本,支出,餐饮,,-13.0,微信钱包,,杂酱面
2024/10/28 12:52:46,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/10/28 10:00:54,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/10/28 09:52:37,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/27 18:52:00,日常账本,支出,餐饮,,-14.0,微信钱包,,内肉面
2024/10/27 17:58:03,日常账本,支出,水果捞,,-13.7,微信钱包,,商户_张春燕
2024/10/26 21:30:52,日常账本,支出,其它,,-20.0,微信钱包,,刮刮乐
2024/10/25 20:47:40,日常账本,支出,交通,公交地铁,-100.0,微信钱包,,微付充科技
2024/10/25 20:36:38,日常账本,支出,餐饮,,-25.9,中信银行,,塔斯汀中国汉堡(咸宁东路店)
2024/10/25 17:07:07,日常账本,支出,游戏,,-50.0,微信钱包,,深圳市腾讯天游科技有限公司
2024/10/25 10:07:57,日常账本,支出,餐饮,,-6.0,微信钱包,,早餐
2024/10/24 20:55:35,日常账本,支出,餐饮,,-2.0,微信钱包,,玉米肠
2024/10/24 20:55:08,日常账本,支出,饮品,,-7.23,支付宝,,
2024/10/24 18:22:04,日常账本,支出,餐饮,,-14.0,微信钱包,,番茄水煮鱼肉
2024/10/24 12:13:38,日常账本,支出,餐饮,,-12.0,微信钱包,,蟹黄拌面
2024/10/23 22:22:21,日常账本,收入,火影租号,,16.7,微信钱包,,
2024/10/23 20:24:07,日常账本,支出,日用,,-1.0,微信钱包,,小包纸
2024/10/23 19:47:45,日常账本,支出,餐饮,,-31.88,微信钱包,,张亮麻辣烫
2024/10/23 17:54:44,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/10/23 13:38:09,日常账本,支出,餐饮,,-11.5,微信钱包,,米饭
2024/10/23 10:06:10,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/22 19:23:04,日常账本,支出,餐饮,,-15.0,微信钱包,,炸鸡咖喱
2024/10/22 13:35:34,日常账本,支出,餐饮,,-13.0,微信钱包,,奶茶
2024/10/22 13:06:53,日常账本,支出,餐饮,,-17.0,微信钱包,,黄焖鸡
2024/10/22 12:53:10,日常账本,收入,红包,,3.49,微信钱包,,嘟嘟嘟的红包
2024/10/22 10:00:46,日常账本,支出,餐饮,,-2.0,微信钱包,,红肠
2024/10/22 10:00:22,日常账本,支出,餐饮,,-4.0,微信钱包,,鸡肉饼
2024/10/21 16:58:53,日常账本,支出,餐饮,,-3.0,微信钱包,,肉肠
2024/10/21 16:57:17,日常账本,支出,餐饮,,-14.3,微信钱包,,烧鸭饭
2024/10/21 15:59:26,日常账本,支出,其它,,-1.1,微信钱包,,西安市长安区双鱼复印部
2024/10/21 09:58:25,日常账本,支出,餐饮,,-3.0,微信钱包,,紫薯稀饭
2024/10/21 09:57:37,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/20 19:57:44,日常账本,支出,其它,,-20.0,微信钱包,,水卡
2024/10/20 19:50:23,日常账本,支出,零食,,-80.6,微信钱包,,坚果
2024/10/20 19:31:11,日常账本,支出,零食,,-34.41,支付宝,,零食
2024/10/20 18:54:13,日常账本,支出,餐饮,,-17.0,微信钱包,,鱼粉
2024/10/20 17:48:24,日常账本,支出,水果捞,,-14.6,微信钱包,,水果捞
2024/10/20 10:57:25,日常账本,支出,其它,,-0.01,微信钱包,,测试
2024/10/19 18:35:19,日常账本,支出,餐饮,,-63.0,微信钱包,,达美乐披萨
2024/10/19 17:54:09,日常账本,收入,余额宝,,0.1,支付宝,,
2024/10/19 17:53:29,日常账本,收入,零钱通,,0.64,微信钱包,,
2024/10/19 11:35:32,日常账本,支出,餐饮,,-5.0,微信钱包,,牛肉饼
2024/10/19 10:51:25,日常账本,支出,购物,,-74.95,微信钱包,,发泥
2024/10/18 20:48:54,日常账本,支出,餐饮,,-29.9,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/10/18 10:15:32,日常账本,支出,餐饮,,-13.0,微信钱包,,咖喱饭
2024/10/17 21:45:22,日常账本,支出,餐饮,,-16.0,微信钱包,,炒菜
2024/10/17 12:11:59,日常账本,支出,餐饮,,-14.3,微信钱包,,烧鸭饭
2024/10/16 20:58:34,日常账本,支出,餐饮,,-11.9,微信钱包,,三明治
2024/10/16 18:49:25,日常账本,收入,火影租号,,10.8,微信钱包,,
2024/10/16 18:04:01,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/10/16 15:46:49,日常账本,支出,餐饮,,-13.0,微信钱包,,白切鸡
2024/10/16 13:41:06,日常账本,支出,饮品,,-5.0,微信钱包,,润家超市培华店
2024/10/16 13:39:26,日常账本,支出,餐饮,,-7.0,微信钱包,,肉夹馍
2024/10/16 13:24:11,日常账本,支出,其它,,-5.0,微信钱包,,洗衣服
2024/10/16 09:55:26,日常账本,支出,餐饮,,-2.5,微信钱包,,南瓜稀饭
2024/10/16 09:54:28,日常账本,支出,餐饮,,-4.0,微信钱包,,鸡肉饼
2024/10/15 18:07:52,日常账本,支出,其它,,-0.2,微信钱包,,打印
2024/10/15 17:59:53,日常账本,支出,餐饮,,-13.5,微信钱包,,
2024/10/15 17:04:57,日常账本,收入,火影租号,,36.0,支付宝,,代发
2024/10/15 13:03:25,日常账本,支出,饮品,,-2.5,微信钱包,,苏打水
2024/10/15 12:40:08,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/10/15 10:13:44,日常账本,支出,饮品,,-5.0,微信钱包,,先购后付
2024/10/14 21:08:32,日常账本,支出,餐饮,,-11.8,微信钱包,,三明治
2024/10/14 15:57:54,日常账本,支出,餐饮,,-13.5,微信钱包,,白斩鸡
2024/10/14 12:49:46,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2024/10/14 09:52:17,日常账本,支出,餐饮,,-4.0,微信钱包,,鸡肉饼
2024/10/13 19:30:46,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/10/13 19:11:08,日常账本,支出,餐饮,,-13.0,微信钱包,,广味腊肠饭
2024/10/13 09:58:40,日常账本,支出,餐饮,,-6.0,微信钱包,,三明治
2024/10/12 09:46:32,日常账本,支出,餐饮,,-5.5,微信钱包,,放心早餐
2024/10/11 09:48:47,日常账本,支出,餐饮,,-4.5,微信钱包,,早餐
2024/10/11 09:47:38,日常账本,支出,零食,,-18.8,微信钱包,,魔芋爽
2024/10/10 18:13:46,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/10/10 18:09:53,日常账本,支出,餐饮,,-13.5,微信钱包,,腊肠饭
2024/10/10 17:54:33,日常账本,支出,其它,,-0.2,微信钱包,,留白打印
2024/10/10 13:14:29,日常账本,支出,其它,,-0.7,微信钱包,,西安市长安区双鱼复印部
2024/10/10 13:13:21,日常账本,支出,其它,,-0.2,微信钱包,,西安市长安区双鱼复印部
2024/10/10 13:11:36,日常账本,支出,零食,,-14.4,微信钱包,,三明治酸奶
2024/10/10 13:02:23,日常账本,支出,餐饮,,-2.0,微信钱包,,红肠
2024/10/10 12:46:14,日常账本,支出,餐饮,,-13.0,微信钱包,,凉皮肉夹馍
2024/10/10 12:38:08,日常账本,支出,餐饮,,-14.0,微信钱包,,炒菜
2024/10/10 08:00:08,日常账本,支出,饮品,,-5.5,微信钱包,,补水啦
2024/10/10 07:51:50,日常账本,支出,餐饮,,-3.5,微信钱包,,早餐
2024/10/09 21:19:05,日常账本,收入,火影租号,,37.3,微信钱包,,
2024/10/09 12:47:20,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/10/09 12:19:46,日常账本,支出,餐饮,,-13.0,微信钱包,,黄焖鸡
2024/10/09 07:53:48,日常账本,支出,餐饮,,-4.0,微信钱包,,鸡肉饼
2024/10/08 18:03:01,日常账本,支出,餐饮,,-13.5,微信钱包,,腊肠饭
2024/10/08 10:12:09,日常账本,支出,餐饮,,-13.5,微信钱包,,白斩鸡
2024/10/07 23:12:18,日常账本,转账,转账,,-85.2,浦发银行,,浦发银行>微信钱包
2024/10/07 23:12:18,日常账本,转账,转账,,85.2,微信钱包,,浦发银行>微信钱包
2024/10/07 23:10:55,日常账本,收入,其他,,0.09,浦发银行,,活期存款利息
2024/10/07 19:08:19,日常账本,支出,日用,,-23.19,支付宝,,抽纸
2024/10/07 19:05:38,日常账本,支出,其它,,-0.2,微信钱包,,a4纸
2024/10/07 17:53:48,日常账本,支出,餐饮,,-13.0,微信钱包,,白斩鸡
2024/10/07 12:25:54,日常账本,支出,日用,,-24.8,微信钱包,,洗脸巾
2024/10/07 11:41:28,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/10/06 20:27:17,日常账本,支出,其它,,-12.8,微信钱包,,奈飞会员
2024/10/06 19:16:51,日常账本,支出,零食,,-14.0,微信钱包,,学子校园超市
2024/10/06 19:06:58,日常账本,支出,其它,,-20.0,微信钱包,,理发
2024/10/06 18:37:08,日常账本,收入,余额宝,,0.2,支付宝,,
2024/10/06 18:26:39,日常账本,支出,餐饮,,-14.0,微信钱包,,肥肠炒面
2024/10/06 15:11:09,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2024/10/06 14:22:14,日常账本,支出,住房,水费,-20.0,微信钱包,,水卡
2024/10/06 11:04:20,日常账本,支出,餐饮,,-14.0,微信钱包,,牛肉粉丝骨头
2024/10/05 18:30:13,日常账本,支出,水果捞,,-14.6,微信钱包,,水果捞
2024/10/05 18:28:23,日常账本,支出,餐饮,,-14.59,微信钱包,,麻辣烫
2024/10/05 18:16:12,日常账本,支出,通讯,,-100.0,微信钱包,,中国广电
2024/10/05 16:06:45,日常账本,支出,购物,,-68.18,微信钱包,,眼霜
2024/10/05 13:52:06,日常账本,支出,餐饮,,-16.0,微信钱包,,炒菜
2024/10/05 13:27:48,日常账本,支出,买药,,-18.91,微信钱包,,褪黑素
2024/10/05 12:56:53,日常账本,支出,服饰,,-48.76,微信钱包,,腰带
2024/10/05 10:01:44,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2024/10/05 09:42:04,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/05 09:04:22,日常账本,支出,买药,,-56.73,微信钱包,,异维a酸
2024/10/05 09:01:42,日常账本,支出,买药,,-9.0,微信钱包,,降压药
2024/10/05 08:59:29,日常账本,支出,通讯,,-100.0,微信钱包,,手机充值
2024/10/04 21:22:03,日常账本,支出,服饰,,-89.1,微信钱包,,黑色卫衣
2024/10/04 21:20:35,日常账本,支出,购物,,-64.66,中信银行,,沐浴露
2024/10/04 21:08:07,日常账本,支出,饮品,,-4.5,微信钱包,,学子校园超市
2024/10/04 18:45:55,日常账本,支出,零食,,-5.2,微信钱包,,泡芙
2024/10/04 18:44:48,日常账本,支出,餐饮,,-11.0,微信钱包,,炒面
2024/10/04 12:26:35,日常账本,支出,餐饮,,-1.0,微信钱包,,炒菜
2024/10/04 12:26:20,日常账本,支出,餐饮,,-15.0,微信钱包,,炒菜
2024/10/04 12:18:53,日常账本,收入,零钱通,,0.19,微信钱包,,
2024/10/04 12:18:35,日常账本,转账,转账,,-2000.0,中信银行,,中信银行>微信钱包
2024/10/04 12:18:35,日常账本,转账,转账,,2000.0,微信钱包,,中信银行>微信钱包
2024/10/04 10:38:33,日常账本,支出,游戏,,-6.0,微信钱包,,火影忍者手游点券(为2**933购买)
2024/10/03 20:37:55,日常账本,支出,饮品,,-5.0,微信钱包,,学子校园超市
2024/10/03 15:02:16,日常账本,支出,餐饮,,-28.0,微信钱包,,锅底
2024/10/03 15:01:01,日常账本,支出,餐饮,,-78.0,中信银行,,牛肉火锅自助
2024/10/03 09:20:26,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/02 19:49:40,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/10/02 18:53:04,日常账本,支出,交通,公交地铁,-30.0,微信钱包,,微付充科技
2024/10/02 16:45:21,日常账本,支出,其它,,-1.0,微信钱包,,表盘会员_7天
2024/10/02 16:41:05,日常账本,支出,其它,,-1.0,微信钱包,,华为运动健康_连续包月
2024/10/02 10:19:08,日常账本,支出,餐饮,,-5.0,微信钱包,,麦香馅饼
2024/10/01 22:45:10,日常账本,支出,购物,,-27.59,微信钱包,,面霜
2024/10/01 21:22:09,日常账本,支出,服饰,,-125.0,微信钱包,,衣服
2024/10/01 21:21:01,日常账本,支出,服饰,,-125.0,微信钱包,,裤子
2024/10/01 19:49:56,日常账本,支出,餐饮,,-17.0,微信钱包,,炒菜
2024/10/01 15:50:00,日常账本,收入,火影租号,,2.4,微信钱包,,
2024/10/01 10:06:39,日常账本,支出,购物,,-2199.0,微信钱包,,手机
2024/10/01 10:06:06,日常账本,收入,其他,,2200.0,微信钱包,,买手机钱
2024/10/01 09:30:09,日常账本,支出,餐饮,,-3.0,微信钱包,,豆浆（*威）
2024/09/30 20:15:42,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/09/30 20:08:41,日常账本,支出,餐饮,,-25.0,支付宝,,塔斯汀中国汉堡(咸宁东路店)
2024/09/30 19:36:22,日常账本,支出,购物,,-2438.0,微信钱包,,华为watchgt5pro
2024/09/30 19:20:42,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/09/30 13:08:29,日常账本,支出,其它,,-4.0,微信钱包,,云裳物联
2024/09/30 12:50:55,日常账本,支出,饮品,,-5.0,微信钱包,,学子超市
2024/09/30 12:31:31,日常账本,支出,餐饮,,-13.8,微信钱包,,烧鸭饭
2024/09/30 12:17:54,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/09/30 12:17:54,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/09/30 12:17:47,日常账本,收入,工资,,3780.0,中信银行,,
2024/09/29 21:58:47,日常账本,支出,饮品,,-4.0,微信钱包,,中粮智尚自贩机
2024/09/29 20:00:42,日常账本,支出,零食,,-6.5,微信钱包,,零食
2024/09/29 19:58:56,日常账本,支出,餐饮,,-6.0,微信钱包,,鸡肉饼+玉米肠
2024/09/29 17:22:19,日常账本,支出,餐饮,,-19.0,微信钱包,,干煸肥肠
2024/09/29 10:08:18,日常账本,支出,餐饮,,-9.8,微信钱包,,快餐
2024/09/28 18:53:28,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/09/28 18:53:28,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/09/28 18:34:10,日常账本,支出,水果捞,,-12.7,微信钱包,,商户_张春燕
2024/09/28 18:31:19,日常账本,支出,餐饮,,-15.0,微信钱包,,香辣肥肠煮馍
2024/09/28 14:20:41,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/28 14:20:31,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/28 14:20:24,日常账本,收入,其他,,25.0,微信钱包,,
2024/09/28 12:49:11,日常账本,支出,饮品,,-3.5,微信钱包,,芬达
2024/09/28 12:48:10,日常账本,支出,餐饮,,-15.0,微信钱包,,馋嘴鱼
2024/09/28 10:10:52,日常账本,支出,住房,电费,-100.0,微信钱包,,西安培华学院
2024/09/28 09:57:21,日常账本,支出,餐饮,,-6.0,微信钱包,,早餐
2024/09/27 21:27:11,日常账本,支出,饮品,,-7.0,微信钱包,,学子超市
2024/09/27 21:14:46,日常账本,支出,交通,公交地铁,-4.5,支付宝,,充值
2024/09/27 19:42:49,日常账本,支出,交通,公交地铁,-3.6,支付宝,,充值
2024/09/27 15:55:36,日常账本,转账,转账,,-1000.0,中信银行,,中信银行>微信钱包
2024/09/27 15:55:36,日常账本,转账,转账,,1000.0,微信钱包,,中信银行>微信钱包
2024/09/27 14:51:16,日常账本,支出,交通,公交地铁,-1.8,支付宝,,充值
2024/09/27 14:37:18,日常账本,支出,餐饮,,-72.5,微信钱包,,自助
2024/09/27 07:56:46,日常账本,支出,餐饮,,-4.0,微信钱包,,早餐
2024/09/26 17:50:11,日常账本,支出,餐饮,,-13.5,微信钱包,,白斩鸡
